text,Dialect
الرئيس بوتفليقة يعلن عن عدم ترشحه لعهدة خامسة بلي مكانش يفكر اساسا في الترشح يأجل الانتخابات باه يسرقو مليح,DZ
دائما صاحبة الواجب يا سندريلا الاسبوع الماضي دعمت والأسبوع هدا دعمت ياسمين يعطيك الصحة يا سندريلا يالي تفهم بالواجب في الوقت الصحيح المناسب فخورة فيكي قد الدنيا,DZ
شحال سريعة هاذ الخدمة,DZ
حياكم اله لا يفوتكم الرڨص حبايب ڨلبي افتجعت,DZ
هاه مكانش مشكل,DZ
اله يسلمك أحلام ربي يحفظك ختيتو,DZ
اله يهنيك يارب وتصبحين على واقع أجمل يارب,DZ
خوذ وقتك,DZ
من فضلكم مكن نكز,DZ
تأجيل الانتخابات يعني النظام يقعد حاكم هذي المدة زيد ماعندهم حتى صفة ولا حق باش يأجلوها حنا ماستفدنا والو من تأجيل انتخابات يشرف عليها النظام الحالي,DZ
قولواشحبيت لاه حياتنا مافلحنا في والو خدمة كيما الناس ومالقيناهاش وين نلقاو المعرفة هاذي الي يحكو عليها بصح الحمد له معرفتنا مع ربي,DZ
لبارح كنت نشوف روبورتاج قالك روڨارات هاذو من وقت فرنسا نورمالمون يتوسعو بزيادة عد السكان شبكة الطرق مي هوما خلاوهم هكاك صح حنا نسالو فيها بسيك بزاف ناس يرمو وين جات لكن المشكل اكبر من مجرد ناس رمات قرع,DZ
واش مديمو عندكم بلاك يمشي بي اوت,DZ
مكانش تصويرة قديمة تاع مروكية مليحة يسرقو تصاور الجزايريات الملاح يلصقو فينا تصاور المروكيات الباشعات,DZ
مالا كيما قلتلك أميرة دنيا تاعنا ولات ﺳافﺎ دوك مع لاتكنولوجي,DZ
لا تسأليني عن حالي أمي فحالي من حال قلبك وحال قلبي من حالك,DZ
منوش صباح النور والسرور,DZ
ليكم وش تردو كمان وحياتي لو الحلقة الجاية جابت ريت ابقي صلي ركعتين شكر الناجون ياماما الناجون وسحبة الهازسين خسفت الريت من وفي ماتش مهم كمان ومسلسل جديد داخل انسي ارقامكم الوهمية,DZ
وين جاي مكان استلام الأمتعة تع الرحلة سبعمائة ثلاثة,DZ
مبروك حمادة تعال نتفاهم خاص كيف نقسم الحجر الي يلمع,DZ
شوقتني نتعرف عليها ونشوفها,DZ
مشان هذي النوعية من الناس ما راح نقدر حتى نحلم انه في يوم من الأيام راح نكون وطن عربي واحد موحد,DZ
ما انتو امبارح كنتو تقولو كدا وبتقولو ان الحلقة هازسينية كلامكم موجود لسه وكمان قلتو ملة عشان تقهرونا اهو الريت جاب اعلى ريت في تاريخ المسلسل,DZ
لا درك درك بعد لا درك كانت تحكي معايا درك قالت لي درك أني رايحة عند فاطمة الزهرة كانت تفركت على النيميرو تاع مفيدة ما لقاتش,DZ
ربي يجعلها في ميزان حسناتك يارب,DZ
شدو في مشكلة وحدة خير,DZ
غازي المطيري وينه كأنه قام قبل ليجي دوره زدرصيدك,DZ
ادخل نتا من بعد دخل الناس في الاسلام على اساس البرانية سامعة بيكم ولا راح تحمل تعيش مع دزيري نسكت خير اليوم جمعة,DZ
الحمد له الحمد له,DZ
ان شاءاله يعمل حاجة بصح احنا مش فريق النجم الواحد خويا عبد الهادي ان شاءاله ولادنا الكل يتألقو,DZ
معاك مية المية,DZ
انا من اول تويت كلمتك بكل احترام ما طعنتش في شرف امك ولا تاريخ بلادك ولا شعبك ولا كنت بحاول اخلق مشكلة اعمل فتنة عشان افرغ حقدي وغلي اتجاه بلد اخر كلامي كان واضح جاوبتك بخصوص تصرف محرز راجعي تويتاتك تعرفي مين يلي لازم يعتذر من التالي سلام,DZ
مازال كاين الأماكن لرحلة تع الخميس,DZ
أحسن حاجة عملوها يخطاونا يروحوا يتلهاو بمشاكلهم,DZ
علابالك ما فهمتش أنا واش راه صاير,DZ
انت تقولينها بالمقلوب لكن هناك من يقولها دون حياء يقول ما أكثر منها عيش تسمع عيش تشوف,DZ
يعيشك هان السعادة لقلبك,DZ
ياخي لحاس ياخي كي خلاص الحراك علاه راهم خايفين حلو الطرق لي غالقينها لعاصمة تشوف الحراك لحبس تحبوا الذل والعبودية متحبوش تعيشوا في دولة القانون والديمقراطية لزم تحسوا كاين لعافس عليكم باش تعيشوا,DZ
هذي نديرها مع لبرانية,DZ
مو كانه ضابط لحيته ومخف منها اشويه,DZ
رايك مايهمني انتي ذاتا مين عشان تكلمي فانز الب حياتي احنا متفقين انكو كمرضهاز كتار خصوصا العرب اما فانز لتشاشا فلا تقارنيه بفانز الب لوتفا وقفي مكانك,DZ
الحسنة الوحيدة يلا لي بعد دا كلو الى مزبلة التاريخ الحمد له خلصنا,DZ
نظن بلي عندي دوار الجو,DZ
احنا مش بنحبك فقط احنا بنموت فيك يابرنسيستنا,DZ
كاش واحد فتح الطرد ديالي,DZ
كي يكون المخ عريان مايسلكنا لاصيف ولا شتاء,DZ
سناباتمحسنبندقلة لا تخافون محسن راح يقرا كل كلامنا,DZ
مهبولة نجوى تستاهلي استني نفعد ونقرعج على كل شي,DZ
بالعربي مكن نياعدونا بث الفديو هلى برنامجكم,DZ
ما تنسينيش أنا تانا جيبي لي,DZ
نهارك نور بهجة سرور موفقة,DZ
واله فرحتلك بزاف تستاهل,DZ
سبحان اله حتى الحجاب مش لايق عليهم ماعرف ليش حسيت ان الحجاب رافض انه يلبسوه سبحان اله هذا احساسي انا فقط لانه في الاخير ربي لي عالم واش كاين في القلوب,DZ
مو ليكون عندك ضرس بالاول,DZ
كي تمد بطاقة فنان لريفكا واش تستنى,DZ
يلا بلوك مليت منك,DZ
اخرتها ترجع المزبلة لي جت منها واخرتها كدا بتندب الخاينة وحتى المزبلة لي جات منها والبيت لي رجعتلو ملك سنان يوك كرامة,DZ
شكرا لك يانجم تحيا الجزائر,DZ
لانو لو نطيح منلقاش شكون لي وقفنا,DZ
علابالي شفتها نتمسخر برك,DZ
من جميع النواحي منوع عليها تغلط ركزوا معايا وشوفو البرايم ال عمروا ما عملاته في الخلافات السابقة راح تعملوا في هاد البرايم متاكدة مليون بالمئة انه راح تبات اليل تحفظ درسها باه ما تغلط ولا غلطة,DZ
شحال سعر التوصيلة تقدر تكتبلي سعر التوصيلة على ورقة,DZ
واله صح على نياتهم مافي فقلبهم هم,DZ
نستاهلو اله نستاهلو نورمال الجزائرنيجيريا,DZ
إيه الماستار دو,DZ
كامل مطبوعات,DZ
النسا يقبلو بهاذا,DZ
بس مع احترامي لجميع هو فعلا فرنسي بالجنسية يعني عادي جدا ادا قالو الفرنسي وماتوقع كريم يحكيلهم برشا دزاير فلا داعي من تكبير وتضخيم امور عادية يكفي انه رفع علم الجزاير لما ربح مش علم فرنسا نقطة السطر عواشير عواشير,DZ
انت قلت واحد من الناس,DZ
لالا قلت لك بﺎريقزوﻣﭙﻞ شفتي كي درت تاع اﻟﭙﺮيفي,DZ
هالمشكل انو المستنقع لي مثل فيه فانزو المريض لي عامل حالو بكرهو لاحقو وين مايروح ياعم التهو بلمونتكم ياربي مرض,DZ
ايه ايه أصلا مسلسل من أقضل المسلسلات عندي اذا مو أفضلهم مع أنه مو جديد بس احبه,DZ
دنيز وشاجلار مالهم شاجلار بعيدا عن المسلسل ما بكرهو وعادي يعني بعتالي الصورة ليه انا بكلمك المسلسل مش الواقع احنا مش عيال زيكو بنفرق بين الواقع والخيال,DZ
يا اله نبي حلقة مثل حلقة غازي المطيري زدرصيدك,DZ
اله فالدنيا وحشتيني وحشوني ايامك,DZ
باينة عندكم واحد من العائلة راه فوت الباك,DZ
تسمى انتم تقبلو انو الغة الفرنسية مفروضة عليكم وماتقبلوش الامازيغية الفرنسية تهدريها غير في فغنسا تسمى ماعندها حتى فايدة اذا الدولة فرضتها في المدارس تقدري تبطلي ولادك القراية وخلاص لي مش حاب يتعلمها يسمعنا سكاتو,DZ
عقبت كونكور بصح قالت لك جو كروا ﻟﻴﭙﻮست أم واجدين كلش,DZ
احيانا الحشمة مش مليحة مع بعض الناس,DZ
المعريفة بصح الكونكور تقدر ما تكونش المعريفة,DZ
افغف لما قرت اطلع لان البث ضعيف ويجيب الضغط حل مشهد البيبي,DZ
نقدر نتحصل على مزيد من الشاي من فضلك,DZ
نافيڨي وحدة واش راك تستنا,DZ
اله يعوضنا بالأشياء الي حلمنا فيها وما تحقت,DZ
لا بليز خلوني نتخرج ومبعد ديرو حرب,DZ
صباح الخير اخي وين ها الغيبة,DZ
لعقوبة ليا نكون وحدة منهم,DZ
