tokens_no_stopwords,Dialect
"['بيغ', 'موسليم', 'ديزي', 'ضروس', 'حليوه', 'هادوك', 'كاملين', 'كايتصنتو', 'ليهم']",1
"['فين', 'يمكنلي', 'نشري', 'بطاقه', 'هاتفيه']",1
"['هاد', 'البرج', 'كايرتافع', 'بعلو', 'ستميه', 'ربعه', 'تلاتين', 'قدم']",1
"['سمعت', 'بلي', 'السيد', 'ياماضا', 'عندو', 'جوج', 'ولاد']",1
"['خصوصا', 'ديك', 'سفر', 'اجباري']",1
"['الاجهزه', 'الالكترونيه', 'رخيصه', 'بزاف', 'الماكلا', 'المصاريف', 'ديال', 'السكن', 'غالين', 'بزاف']",1
"['صعيب', 'حيتاش', 'معندهومش', 'الاغلبيه', 'مجلس', 'الشيوخ']",1
"['بغيتي', 'قهوا', 'اتاي']",1
"['اه', 'هاه', 'نهارك', 'مبروك', 'كون', 'هاني']",1
"['حيت', 'تونس', 'وليبيا', 'قراب', 'ليكم', 'هادشي', 'علاش', 'لهجتهم', 'مختلفه', 'علي', 'لهجتنا']",1
"['مايمكنش', 'لينا', 'نديروه']",1
"['شنو', 'تايخليك', 'تقرا', 'مزيان']",1
"['مشغل', 'المكالمات', 'عافاك']",1
"['مصنوع', 'فايطاليا']",1
"['شكرا', 'حيت', 'تسنيتي', 'سيده', 'ماكوير', 'تفضلي', 'عافاكي']",1
"['ايه', 'الي', 'انتوا', 'عملينوا', 'حجر', 'جهنم', 'حلقه', 'بتموتني', 'ضحك', 'المسلسل', 'تحفه', 'الصراحه', 'برافوا', 'الواحد', 'بيتفرج', 'فحلقه', 'تخرجه', 'المود', 'شابو']",1
"['تكلم', 'انت', 'ليك', 'كلمه', 'فبلدك', 'وعايش', 'بديموقراطيه', 'بليز', 'يعني', 'افهم', 'الكلام', 'تكلم', 'خلي', 'حبك', 'لتركي', 'بعيد', 'الموضوع', 'حتي', 'بالسعوديه', 'خاربها', 'تركي']",1
"['بغيت', 'تلاتا', 'لبتايص', 'المشا', 'السطح', 'السخون']",1
"['عاودي', 'قوليها', 'ليها', 'اختي', 'سلمي', 'راه', 'مقراتهاش', 'المغطي', 'بديال', 'الناس', 'عريان']",1
"['الكلاب', 'ماحبو', 'يستحو', 'مكانهم', 'استح', 'اطلع', 'برا', 'تاق', 'وجهم', 'مغسول', 'يشجعوها']",1
"['غادي', 'نجي', 'انا', 'الكبيده', 'لعيون']",1
"['يمكن', 'لينا', 'نضمنو', 'ليك', 'بالي', 'غادي', 'توصل', 'بجميع', 'الاغراض', 'ديالك', 'فخلال', 'جوج', 'سيمانات', 'التوصل', 'بالطلبيه', 'ديالك']",1
"['فين', 'انا', 'وفين', 'نتا', 'واهيا', 'وي']",1
"['خاصنا', 'نفيقو', 'فمره', 'وحده', 'ماشي', 'مره', 'نفيقو', 'ونرجعو', 'نعسو', 'حتي', 'كنتصدمو']",1
"['ان', 'شاء', 'اله', 'انا', 'تندرس', 'القضيه', 'مزيان', 'المهم', 'نهار', 'يسر', 'اله', 'نعلم', 'خويا', 'ونمسو', 'موانسين']",1
"['الي', 'بغي', 'يعرف', 'الانتخابات', 'دازت', 'المغرب', 'يمشي', 'يطل', 'علي', 'المستعجلات', 'الفاهميفهم']",1
"['مكانسه', 'سيتم', 'انتخاب', 'الرييس', 'والمكتب', 'الي', 'غادي', 'يدبرو', 'المدينه', 'سنوات', 'المقبله', 'الجلسه', 'عامه', 'يعني', 'كولشي', 'يمكن']",1
"['صامد', 'باغي', 'ينشط', 'الجو', 'شويا', 'خلاها', 'كبور', 'ماكاينش', 'معامن']",1
"['زين', 'ديالي', 'انا']",1
"['ضيعتي', 'كثير', 'وقت', 'وفكر', 'مشاعر', 'علي', 'اشياء', 'تستحق']",1
"['هاذوك', 'راه', 'مراض', 'شويه', 'بزاف', 'كاع', 'المهم', 'نتا', 'كتب', 'وقول', 'بغيتي', 'وعبر', 'بالي', 'جاب', 'اله', 'وميك', 'علي', 'البشر', 'بحال', 'هاذ', 'النوع', 'الكاينات', 'المهوسه']",1
"['حتي', 'يستحق', 'الرد', 'وانك', 'تضيعي', 'مجهودك', 'وطاقتك', 'حاجه', 'تافه']",1
"['عزيز', 'الاكشن']",1
"['بغيت', 'شي', 'كاس', 'ديال', 'الما', 'بارد']",1
"['شي', 'كرسي', 'لقدام', 'عفاك']",1
"['اله', 'انا', 'عندي', 'حاله', 'وعلاقه', 'خاصه', 'الشتا', 'والبحر', 'كنكون', 'هازا', 'الدنيا', 'بمجرد', 'نشوف', 'البحر', 'ونشم', 'ذيك', 'النسمه', 'الهوي', 'كضربي', 'كنسافر', 'لعالم', 'اخر', 'ومع', 'الشتا', 'كذالك', 'كتريحني', 'ريحه', 'التراب', 'وصوت', 'الشتا', 'ولما', 'كنلمس', 'قطراتها', 'كنرتاح', 'اله', 'الشتا', 'والبحر', 'كنزيد', 'نتمعن', 'بزاف', 'الحوايج']",1
"['اينا', 'نوع', 'ديال', 'الدوا', 'متبع']",1
"['واخا', 'سيدي', 'طاي', 'عاديا', 'عندنا', 'عطارد', 'مزيان']",1
"['تسنيناك', 'داك', 'نهار']",1
"['بغيت', 'نمشي', 'عافاك']",1
"['دوزت', 'هاد', 'الاختبار', 'فسهوله']",1
"['باقي', 'ايام', 'علي', 'اصدار', 'اغنيه', 'حبيبي', 'هجرني']",1
"['الحشيش', 'والقنب', 'الهندي', 'سيري', 'يابنتي', 'كملي', 'حدادك', 'ماعرفت', 'شنو', 'لانه', 'الحداد', 'عنده', 'شروط', 'واحكام', 'وانتم', 'دايرين', 'حداد', 'لمطاوله', 'علي', 'خلق', 'اله', 'وسختو', 'الدنيا', 'تفو', 'شعب', 'فواحد', 'نص', 'عقل']",1
"['الخاين', 'الجاني', 'فين', 'اعمرو', 'كلشي', 'مزيان']",1
"['ناري', 'شنو', 'هاد', 'تبوكيصه']",1
"['وقتاش', 'نرجع']",1
"['كاتجي', 'خمسا', 'تلاتين', 'سانت']",1
"['بغيت', 'نحجز', 'لمده', 'نصف', 'يوم', 'مرشد', 'كيهضر', 'باليابانيه']",1
"['عشره', 'الي', 'عافاك']",1
"['اربي', 'غا', 'قول', 'ليا', 'فين', 'كاتفرج', 'واله', 'تا', 'واقفين', 'باله', 'الارجنتين', 'ماغاتاكلش', 'معاهم']",1
"['الفار', 'يلا', 'شافو', 'قرار', 'حكم', 'الساحه', 'صايب', 'صحيح', 'راه', 'مكيتدخلوش', 'الغبي']",1
"['بغيت', 'برمانونت', 'ضيق', 'عافاك']",1
"['انتقل', 'لزاويه', 'وانعطف', 'يسار', 'اشاره', 'المرور']",1
"['واخا', 'تعطيني', 'جوج', 'هوت', 'دوك', 'نديهم', 'معايا']",1
"['راه', 'نهايه', 'القاعه']",1
"['نص', 'تفكيرنا', 'التفكير', 'زعما', 'ديال', 'المستقبل', 'والعمل', 'كنفكرو', 'فشنو', 'نطيبو', 'الغدا', 'وشنو', 'نطيبو', 'العشا', 'وقوه', 'شغل', 'الدار', 'هادشي', 'مقابلين']",1
"['واش', 'عندك', 'شي', 'حاجه', 'لتعلن']",1
"['يتقبل', 'اراء', 'منطقيه', 'ماشي', 'حيد', 'موسطاج', 'ومال', 'بيع', 'بوش', 'حتي', 'خدمه', 'معيشه', 'اسر', 'حتي', 'انتم', 'قلبو', 'علي', 'مجال', 'اخر', 'انتقاد', 'متعرفوش', 'ليه']",1
"['ناري', 'عندك', 'الذاكره', 'انا', 'نسيت', 'وعلمتها', 'ليك', 'احشومه']",1
"['شوفي', 'اوكان', 'هاد', 'المره', 'ضيقه', 'بزاف']",1
"['واله', 'ده', 'انا', 'طيبه', 'وعلي', 'نياتي']",1
"['بغيت', 'نتير', 'الانتباه', 'ديالك', 'لجهه', 'الفوقانيه', 'داليمين', 'ديال', 'الوثيقه', 'الي', 'سلمتها', 'ليك']",1
"['الشرف', 'ليا', 'اختي', 'ساره', 'حسابك', 'فعلا', 'راقي']",1
"['رايح', 'وين', 'مسافر', 'تروح', 'تعيا', 'وتولي']",1
"['عندي', 'تقطيعه', 'فبلوزتي', 'واش', 'تقدرتخيطها', 'ليا', 'عافاك']",1
"['قفطان', 'محلول', 'مسرب', 'بف', 'تصدير', 'المغرب', 'تواب', 'رخيصه', 'خياطه', 'الماكينه', 'اجيو', 'تشوفو', 'قفطان', 'الصح', 'المرصع', 'شوفي', 'حنان', 'الخضر', 'يبان', 'ليك', 'البلان']",1
"['فيناهو', 'المسار', 'ديال', 'الصغار', 'فمره']",1
"['راه', 'كاينه', 'اسماعيل', 'كاين', 'الي', 'كيمشي', 'بلا', 'قرعه', 'شحال', 'عندي', 'العايله', 'دارها', 'وكاين', 'الي', 'كيمشي', 'برا', 'تما', 'كيمشي', 'يحج', 'معرفتش', 'كيفاش', 'قلت', 'ليك']",1
"['وصافي', 'ايلا', 'القضيه', 'حامضه', 'عندو', 'حتي', 'لهاذ', 'الدرجه', 'ماتبقاش', 'طيب', 'الخبز', 'يشريه', 'يوميا', 'ويهنيها', 'ويهني', 'راسو', 'ويهنينا', 'حتي', 'حنا']",1
"['تا', 'حنا', 'دارنا', 'جات', 'فشوكه']",1
"['جورنال', 'ديال', 'لوغلي', 'عفاك']",1
"['غادي', 'نرجع', 'ليابان', 'الاتنين', 'الجاي']",1
"['شي', 'اصدم', 'سيارتي', 'منين', 'كنت', 'كانركنها']",1
"['اله', 'يحفظ', 'امير', 'قطر', 'يهديه', 'يصلحه', 'لشعبه', 'المسلمين']",1
"['راه', 'مساكن', 'حتي', 'شافو', 'راسهم', 'معندهم', 'مايليق', 'بداو', 'يلقطو', 'عندنا']",1
"['كاين', 'شي', 'لوان', 'اخرين']",1
"['وايه', 'وفاش', 'كتكون', 'شي', 'حاجه', 'فالمغرب', 'كنشوف', 'الاغلبيه', 'فانز', 'اهاب', 'كيعلقو', 'يعني', 'اهاب', 'يعتبر', 'طوب']",1
"['لاحظتي', 'جغاده', 'فكل', 'حفله', 'نلاحظ', 'هالشي', 'قمع', 'قمع', 'وكملوها', 'العارضات', 'كانو', 'ناوين', 'يعملو', 'الجو', 'جلسوهم']",1
"['هادو', 'خاصهم', 'داك', 'الامير', 'الي', 'سميتو', 'فلاد', 'المخوزق', 'الي', 'شد', 'الاعداء', 'كيخوزق', 'مو']",1
"['شفتي', 'وتغضبو', 'ردود', 'المغاربه', 'اقول', 'تستاهلو', 'اكثر', 'واكثر', 'اني', 'مستحيل', 'انزل', 'بنفسي', 'وارد', 'بنفس', 'مستواك', 'واقول', 'بشنو', 'معروف', 'عنكم']",1
"['واش', 'كتشرح', 'لهدا', 'هدا', 'الانفولو', 'ديال', 'اهاب', 'تالف', 'مجمع', 'شويه', 'مكبوتات', 'ويضحكو', 'معاه', 'دابا', 'صافي']",1
"['الام', 'مات', 'وهي', 'صغيره', 'واخا', 'هكاك', 'عاشت', 'احسن', 'عيشه', 'دوزات', 'طفولتها', 'عادي', 'بحال', 'اي', 'بنت', 'امها', 'خلات', 'شي', 'حاجه', 'خلاتها', 'ليها', 'بوحديتها', 'واخا', 'صغيره', 'اخر', 'العنقود', 'علاش', 'حيت', 'هاذيك', 'الحاجه', 'ورثتها', 'عايلتها', 'وكتعني', 'بزاف', 'دالحوايج', 'حلمات', 'بجدها', 'قال', 'كتبيها', 'لفلانه']",1
"['صفهتحبهافيوالدك', 'كلو', 'علي', 'بعضو', 'حلو', 'كيعجبني', 'ماكيوقفش', 'اي', 'مشكله', 'وماتاخد', 'منو', 'حق', 'باطل', 'قولته', 'الشهيره', 'هاد', 'الحاله', 'مرض', 'ومات', 'وعلمها', 'ليا']",1
"['بلاد', 'كحله', 'هدي', 'تفو', 'قاري', 'هدا', 'الصباح', 'فقت', 'لقيت', 'تلفون', 'قلب', 'ليا', 'كلشي', 'عرفت', 'تلفون', 'لساعه', 'القديمه', 'وانا', 'قاري', 'هدا', 'الصباح', 'دابا', 'فطور', 'قطرتو', 'بحال', 'الناس', 'قرايه', 'شديتها', 'الوقت', 'دعوه', 'اله', 'ياخد', 'فيكم', 'الحق', 'صابحين', 'الناس', 'تجري', 'كلشي', 'معطل']",1
"['كتعرفوا', 'بلي', 'الطلاب', 'مسيرين', 'والي', 'كينفدتش', 'الاوامر', 'كيخرجو', 'المهم', 'ساهو', 'بقاتش', 'محتاحه', 'لبرنامج', 'لانها', 'وصلت', 'لشهره']",1
"['واش', 'غادي', 'يكون', 'مكن', 'نسولو', 'واش', 'يقدر', 'شي', 'ياخد', 'رحله']",1
"['شحال', 'داير', 'كولا']",1
"['الا', 'مكن', 'الطاوله', 'قريبه', 'النافذه', 'عافاك']",1
"['المرات', 'كا', 'نمشي', 'نلعب', 'الغولف', 'نهايه', 'الاسبوع']",1
"['وقلت', 'ليه', 'انا', 'كنبغيك', 'انا', 'كنبغيك', 'شافيا', 'شوفت', 'العدو', 'وقال', 'ليا', 'بزاف', 'قال', 'ليا', 'بزاف']",1
"['واخا', 'غادي', 'نتاصل', 'بيك', 'ملي', 'يكونو', 'واجدين']",1
"['هالشي', 'واهاب', 'كاع', 'نشيط', 'علي', 'مواقع', 'التواصل', 'كيديرش', 'البلبله', 'بزاف', 'عايش', 'حياته', 'طرونكيل']",1
"['دايره', 'الريجيم', 'صايب', 'غي', 'طرف', 'صغير', 'عافاك']",1
"['تمنيت', 'انهم', 'خرجو', 'بنفس', 'الروح', 'الي', 'دخلو', 'بيها', 'كلهم', 'استثني', 'احد']",1
"['قالو', 'الدني', 'ام', 'وسمعنا', 'امي', 'قالت', 'ام', 'وبي']",1
"['الهلالالاتحادورياسيا', 'جوفينكو', 'يالبي', 'الثالث']",1
"['مو', 'بنعطيه', 'مارح', 'نلومو', 'داكوسطا', 'تمريراتو', 'تقريبا', 'غلط', 'بسب', 'سهو', 'سجل', 'كريستيانو', 'لاسف', 'احنا', 'كنا', 'متوقعين', 'الاقصاء']",1
"['واخا', 'واش', 'يمكن', 'نترك', 'السياره', 'فينما', 'وشحال', 'كيكلف']",1
"['بغا', 'امتي', 'نمشي', 'نعس', 'انا', 'وسيري', 'نتي', 'اش', 'مزال', 'كديري', 'يلاه', 'فراشك']",1
"['بغيت', 'ناخد', 'جوج', 'تذاكر', 'لعشيه', 'السبت', 'الماجي']",1
"['السيد', 'الوزير', 'متعض', 'حفل', 'الافتاح', 'مرحبا', 'بغيت', 'نعرف', 'شكون', 'المسؤول', 'الي', 'خصوا', 'يتحاسب', 'علي', 'الشوهه', 'العالميه']",1
"['شكلي', 'وصوتي', 'اصغر', 'عمري', 'فرق', 'درجه']",1
"['واخا', 'هاد', 'الاتجاه', 'عافاك', 'غادي', 'نوريك', 'غرفتك']",1
"['كا', 'نضن', 'بلي', 'غلطنا', 'المحطه']",1
"['مزيانه', 'علي', 'الاقل', 'نشوفو', 'استوديو', 'تحليل', 'تعليق', 'يحمرو', 'الوجه', 'درتو', 'معانا', 'المزيان', 'اله', 'يكبر', 'بيكم']",1
"['اضحك', 'انت', 'حقود']",1
"['اعترفي', 'انه', 'كيبقا', 'فيكم', 'الحال', 'حيت', 'ماعندكمش', 'مواهب', 'تعرف', 'بتراثكم', 'لانه', 'كسولين', 'شويه', 'نقطه', 'تفوقنا', 'عليكم', 'صراحه', 'وبدون', 'سب', 'لازم', 'تشكروهم']",1
"['اعرف', 'انه', 'موجود', 'ضمنيا', 'اقصده', 'انه', 'قريبا', 'تجده', 'مكتوب', 'الدساتير', 'بالنص', 'الواضح']",1
"['اكيد', 'حر', 'فقراراته', 'فحسابه', 'شنو', 'يكتب', 'انا', 'هضرت', 'علي', 'راسي', 'صافي']",1
"['نشوف', 'بحال', 'شي', 'تجيني', 'الفقصه', 'والغمه', 'الا', 'حنا']",1
"['التاهل', 'لمونديال', 'الاسود', 'يتقدمون', 'ترتيب', 'الفيفا']",1
"['هاد', 'خاصمهم', 'الدفن', 'متعبرهمش', 'اصلا', 'احنا', 'مكنحملوهمش', 'ديما', 'تابعينا', 'خاشين', 'راسهم', 'اعطي', 'المو', 'العصير']",1
"['اتاي', 'فهاد', 'الوقت', 'كيبسال']",1
"['شكلك', 'صدقتي', 'افضل', 'الستر', 'القناعه', 'اله', 'يرزقنا', 'يرزقك']",1
"['تويتفحالاراكف', 'شهر', 'تقريبا', 'ليا', 'بتويتر', 'اول', 'هاشتاق', 'مغربي', 'نشوفو', 'ديال', 'المغاربه', 'الهاشتاقات', 'تاع', 'الكره', 'وحركو', 'ديما', 'الهاشتاقات', 'مغربيه']",1
"['حنا', 'اصلا', 'قديم', 'الزمان', 'وحنا', 'تنقولو', 'شرفتونا', 'توما', 'جيبو', 'لينا', 'القب', 'مابغينا', 'شرف', 'عبد', 'العال']",1
"['اهيا', 'حتا', 'انا', 'باغي', 'نسوغ', 'دابا', 'را', 'نوبتي']",1
"['شحال', 'لوقت', 'خاص', 'باش', 'تمشي', 'فيلاديفيا']",1
"['كا', 'تشوف', 'العماره', 'بيضه', 'قباله', 'الزنقه', 'هوا', 'هاداك']",1
"['فيناهوما', 'اصوار', 'لمدينا']",1
"['الفيديو', 'البيغ', 'عندو', 'رساله', 'صعيب', 'تفهموها']",1
"['كاينا', 'كدحس', 'براسك', 'شرفتي']",1
"['ملي', 'كتكون', 'راكب', 'بيكاله', 'اخر', 'راكب', 'رموك', 'كتمشي', 'بشويه', 'وخايف', 'الرموك', 'لايبجغك', 'ماشي', 'مولاه', 'سايكو']",1
"['تخايلتها', 'شكلا', 'ومضمونا', 'بحال', 'الا', 'شفتها']",1
"['بغيت', 'الشريط', 'ديال', 'الاله', 'الكاتبه', 'عافاك']",1
"['اله', 'يعطيك', 'الصحه', 'اجيو', 'تصيفو', 'معانا']",1
"['انا', 'ماتعودت', 'اجلس', 'خايفه', 'مو', 'الهلال', 'بغض', 'النظر', 'اي', 'مؤامرات', 'عشان', 'نكون', 'واقعين', 'احنا', 'الا', 'ضيعنا', 'الدوري', 'ادينا']",1
"['واش', 'بصاح', 'كتبها', 'ليهم']",1
"['بغيت', 'نقرا', 'شي', 'حاجه']",1
"['باينه', 'مافيلم', 'ماتلعبه', 'منين', 'مثله', 'داكوتا']",1
"['فعلا', 'نقد', 'مؤدب', 'ماشفناش', 'هاد', 'الشي', 'ولاد', 'بلادو', 'اهاب', 'ودنيا', 'وغيرهم', 'انه', 'كلامه', 'مافيه', 'حتي', 'تجريح', 'ساعه', 'كلاوه']",1
"['المهم', 'قتلها', 'لمستعمر', 'هدا', 'الاساس', 'وانها', 'كانت', 'شخصيه', 'قويه', 'ومحاربه', 'حتي', 'انا', 'قريت', 'بزاف', 'الروايات', 'مي', 'الاقرب', 'انها', 'كانت', 'ملكه', 'او', 'سلطانه', 'علي', 'المغرب', 'شفشاون', 'تطوان', 'وتانيه', 'عودو', 'ليا', 'جدودي']",1
