tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
أفادت وسائل إعلام أمريكية بأن أنقرة لديها تسجيلات صوتية ومصورة يرى مسؤولون أتراك أنها تثبت مقتل الصحفي السعودي جمال خاشقجي داخل قنصلية بلاده في إسطنبول,أفادت وسائل إعلام أمريكية بأن أنقرة لديها تسجيلات صوتية ومصورة يرى مسؤولون أتراك أنها تثبت مقتل الصحفي السعودي جمال خاشقجي داخل قنصلية بلاده في إسطنبول,أفادت سائل إعلام أمريكي بأن أنقر ديها سجيل صوتي مصور يرى مسؤول أترا أنها ثبت مقتل صحف سعود جمال خاشقج داخل قنصلي لاد إسطنبول,neutral,0,standard,0
هاد البيت الشعري لا ينطبق على بعض المغاربة,هاد البيت الشعري لا ينطبق على بعض المغاربة,بيت شعر نطبق مغارب,neutral,0,standard,0
الحكومة تصادق على تعيينات في مناصب عليا ,الحكومة تصادق على تعيينات في مناصب عليا,حكوم صادق عيين مناصب عليا,neutral,0,standard,0
ملقيت منقول من غير آمين,ملقيت منقول من غير آمين,ملقيت منقول آمين,neutral,0,dialectal,1
ممكن متابعين,ممكن متابعين,ممكن متابع,neutral,0,standard,0
وييه فاش باقي كانت النية,وييه فاش باقي كانت النية,ييه فاش اقي كانت نية,neutral,0,dialectal,1
بالمناسبة قررت السعودية إباحة الغناء بالمطاعم,بالمناسبة قررت السعودية إباحة الغناء بالمطاعم,مناسب قررت سعودي إباح غناء مطاعم,neutral,0,standard,0
صادرات الشركات المغربية ,صادرات الشركات المغربية,صادر شرك مغربي,neutral,0,standard,0
حسب حذيث الصحافة,حسب حذيث الصحافة,حذيث صحاف,neutral,0,standard,0
فهم السؤال نصف الجواب ,فهم السؤال نصف الجواب,فهم سؤال نصف جواب,neutral,0,standard,0
داكشي ارزاق معندك مادير,داكشي ارزاق معندك مادير,داكش ارزاق معند مادير,neutral,0,dialectal,1
عودة زيدان تعبد طريق رجوع حكيمي إلى ريال مدريد ,عودة زيدان تعبد طريق رجوع حكيمي إلى ريال مدريد,عود زيدان عبد طريق رجوع حكيم مدريد,neutral,0,standard,0
وزير التربية مراجعة نظام التعاقد تطبيق عملي لوعود الحكومة ,وزير التربية مراجعة نظام التعاقد تطبيق عملي لوعود الحكومة,زير تربي مراجع ظام تعاقد طبيق عمل وعود حكوم,neutral,0,standard,0
الجميع يفكر في العالم ولا أحد يحاول تغييره,الجميع يفكر في العالم ولا أحد يحاول تغييره,جميع فكر عالم حاول غيير,neutral,0,standard,0
القضاء يتابع مول القرطاس في حالة سراح ,القضاء يتابع مول القرطاس في حالة سراح,قضاء تابع مول قرطاس حال راح,neutral,0,standard,0
ترحيل مغاربة من بؤر النزاع استراتيجية ل اعتقال الفكر المتطرف ,ترحيل مغاربة من بؤر النزاع استراتيجية ل اعتقال الفكر المتطرف,رحيل مغارب بؤر نزاع استراتيجي اعتقال فكر متطرف,neutral,0,standard,0
يجب عل ألانسان ان يكون كلامه باصق من قلبه,يجب عل ألانسان ان يكون كلامه باصق من قلبه,يجب ألانسان ان كون كلام اصق قلب,neutral,0,standard,0
شركة تقوم باعادة صيانة لقاعدة بيانات الموقع ، لذلك ستواجهون بعض الصعوبات والمشاكل في تصفح الموقع ,شركة تقوم باعادة صيانة لقاعدة بيانات الموقع ، لذلك ستواجهون بعض الصعوبات والمشاكل في تصفح الموقع,شرك قوم اعاد صيان قاعد يان موقع ، ذلك تواجه صعوب المشاكل صفح موقع,neutral,0,standard,0
كملت المسلسل المصري ديال هاني سلامة لي كنت نتفرج فيه ,كملت المسلسل المصري ديال هاني سلامة لي كنت نتفرج فيه,كملت مسلسل مصر هان لام تفرج,neutral,0,dialectal,1
و ما باغيش تسمع صوتي,و ما باغيش تسمع صوتي,اغيش سمع صوت,neutral,0,dialectal,1
كان من الاولى يجربو هاد المسألة ديال التعاقد ف ميدان اخر ماشي ك التعليم لانه ميدان حساس يستحق تعطاه اولوية ف التدبير ماش,كان من الاولى يجربو هاد المسألة ديال التعاقد ف ميدان اخر ماشي ك التعليم لانه ميدان حساس يستحق تعطاه اولوية ف التدبير ماش,اولى جربو مسأل تعاقد ميدان اخر ماش تعليم انه ميدان حساس ستحق عطا اولوي تدبير ماش,neutral,0,dialectal,1
من يبعدهم الله عنك ، لا تحاول إعادتهم إليك,من يبعدهم الله عنك ، لا تحاول إعادتهم إليك,بعد الل عنك ، حاول إعادت,neutral,0,standard,0
كنهضر على الاصل ديالو ماقلتش زياش تزاد هنا,كنهضر على الاصل ديالو ماقلتش زياش تزاد هنا,كنهضر اصل ديالو ماقلتش زياش زاد,neutral,0,dialectal,1
نريد الرسالة من فضلك,نريد الرسالة من فضلك,ريد رسال ضلك,neutral,0,standard,0
حرب اقتصادية على الليرة التركية,حرب اقتصادية على الليرة التركية,حرب اقتصادي لير تركي,neutral,0,standard,0
أساتذة في شفشاون يطلبون الإدماج ,أساتذة في شفشاون يطلبون الإدماج,أساتذ شفشا طلب إدماج,neutral,0,standard,0
ماعمرني عرفت سميتها حتى اليوم ,ماعمرني عرفت سميتها حتى اليوم,ماعمرن عرفت ميت يوم,neutral,0,dialectal,1
في الوقت البدل الضائع ,في الوقت البدل الضائع,وقت بدل ضائع,neutral,0,dialectal,1
ايه غدا عندو العرس مازال تنفكر اش لبس في الفرح ,ايه غدا عندو العرس مازال تنفكر اش لبس في الفرح,ايه عندو عرس نفكر اش لبس فرح,neutral,0,dialectal,1
سبحان الله العظيم,سبحان الله العظيم,الل عظيم,neutral,0,standard,0
العافيه إذا دامت جهلت وإذافقدت عرفت,العافيه إذا دامت جهلت وإذافقدت عرفت,عافي دامت جهلت إذافقدت عرفت,neutral,0,standard,0
حتى انا خليتهم متعادلين و لكن ملي رجعت قالو لي باللي بلجيكا ربحات,حتى انا خليتهم متعادلين و لكن ملي رجعت قالو لي باللي بلجيكا ربحات,خليت متعادل ملي رجعت قالو الل لجيكا ربح,neutral,0,dialectal,1
على البال كل التفاصيل على البال,على البال كل التفاصيل على البال,بال تفاصيل بال,neutral,0,standard,0
هو باش فطرت هاد الصباح ,هو باش فطرت هاد الصباح,طرت صباح,neutral,0,dialectal,1
اعترف من اين لك هذا ,اعترف من اين لك هذا,اعترف اين,neutral,0,dialectal,1
فليس الحلم ماتراه في نومك ، انما الحلم ما يمنعك من النوم ,فليس الحلم ماتراه في نومك ، انما الحلم ما يمنعك من النوم,ليس حلم ماترا ومك ، انما حلم منع نوم,neutral,0,standard,0
المغردون العرب يتابعون عن قرب أحداث فنزويلا ,المغردون العرب يتابعون عن قرب أحداث فنزويلا,مغرد عرب تابع قرب أحداث نزويلا,neutral,0,standard,0
الوعد باكر ولو تأخرتي لا يجي باكر ما أبي باكر بدونك,الوعد باكر ولو تأخرتي لا يجي باكر ما أبي باكر بدونك,وعد اكر أخرت يجي اكر أبي اكر دون,neutral,0,standard,0
شدو ليا كرسي حداكم فطبلة,شدو ليا كرسي حداكم فطبلة,شدو ليا كرس حدا طبل,neutral,0,dialectal,1
 المغرب فيه كلشي ممكن,المغرب فيه كلشي ممكن,مغرب كلش ممكن,neutral,0,dialectal,1
اللي يضرو راسو اش يعمل,اللي يضرو راسو اش يعمل,الل ضرو راسو اش عمل,neutral,0,dialectal,1
هذا شرط قديم,هذا شرط قديم,شرط قديم,neutral,0,standard,0
حلم الوحدة في المنطقة ,حلم الوحدة في المنطقة,حلم وحد منطق,neutral,0,standard,0
